frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat,Activity**,Attacking part,No of comers,Id of comers,Retreat,Activity,Coming and Going back,Retreat,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks
20,SCSR,2/13/16,11:00 am,1,7,RBG,19,0,RBG,G,,L,5,RYR,R,, -GG,,,, -,,,,0,
,,,,,,,,,RG,G,,L,,GR,G,,,,,,,,,,,
,,,,,,,,,RBR,R,,L,,RW,G,,,,,,,,,,,
,,,,,,,,,GBR,G,,W/AB,,GW,R,,,,,,,,,,,
,,,,,,,,,GWB,R,,T,,GYBl,G,,,,,,,,,,,
,,,,,,,,,RR,G,,W/AB,,,,,,,,,,,,,,
,,,,,,,,,RY,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RBl,G,,,,,,,,,,,,,,,,
,,,,,,,,,GWG,G,,,,,,,,,,,,,,,,
,,,,,,,,,GWY,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GBY,R,,H,,,,,,,,,,,,,,
,,,,,,,,,GBl,R,,H,,,,,,,,,,,,,,
,,,,,,,,,GY,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RB,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RBY,G,,T,,,,,,,,,,,,,,
,,,,,,,,,RYW,G,,T,,,,,,,,,,,,,,
,,,,,,,,,RYG,,,T,,,,,,,,,,,,,,
,,,,,,,,,GG,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RWR,,,T,,,,,,,,,,,,,,
,,2/15/16,4:25 pm,2,10,RY,11,0,RY,G,,T,6,GB,R,, -RYW,,,,,,,,0,
,,,,,,,,,RYW,G,,AB,,GR,R,,,,,,,,,,,
,,,,,,,,,RBW,G,,AB,,RYG,G,,,,,,,,,,,
,,,,,,,,,RBG,R,,W,,GYR,G,,,,,,,,,,,
,,,,,,,,,GWY,R,,AB,,RR,G,,,,,,,,,,,
