frame ID,TREATMENT,Date,Time,Trial No.,first Attacking Time,First Attacker,No. of Attacker,Time After first Attck*,ID of attackers,Retreat,Activity**,Attacking part,No of comers,Id of comers,Retreat,Activity,Coming and Going back,Retreat,Activity,Attacking part,Pulling Towards,start time of pulling*,end time pulling,total time for pulling,intensity of pulling ***,Remarks
,,,,,,,,,RW ,R,,AB,,RWY,G,,,,,,,,,,,
,,,,,,,,,GWG,R,,W,,,,,,,,,,,,,,
,,,,,,,,,GBG,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RYBl,R,,H,,,,,,,,,,,,,,
,,,,,,,,,RWR,G,,H,,,,,,,,,,,,,,
,,,,,,,,,GY,G,,AB/W,,,,,,,,,,,,,,
,,2/16/16,4:50 pm,3,60,RWR,11,0,RWR,G,,H,7,RBl,G,, -GWG,,,,,,,,0,Except 2 all others are went back toRetreat dur to external factor / air
,,,,,,,,,GWG,G,,W,,RYG,G,, -GWB,,,,,,,,,
,,,,,,,,,GWB,G,,W,,RBW,G,, -RB,,,,,,,,,
,,,,,,,,,RB,G,,H,,GBW,G,, -RBY,,,,,,,,,
,,,,,,,,,RBR,R,TP-R,AB,,GBY,G,, -RYW,,,,,,,,,
,,,,,,,,,GBY,G,,H,,GWY,G,, -GBY,,,,,,,,,
,,,,,,,,,RBY,G,,W,,GBR,G,,,,,,,,,,,
,,,,,,,,,RYW,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RY,G,,W,,,,,,,,,,,,,,
,,,,,,,,,GY,G,,L ,,,,,,,,,,,,,,
,,,,,,,,,RYR,G,,H,,,,,,,,,,,,,,
,,2/17/16,9:30 am,4,10,RR,16,0,RR,G,,T,14,RYB,G,, -RWY,,,,,,,,0,
,,,,,,,,,RBW,G,,L,,GBG,G,, +RWY ,,,,,,,,,
,,,,,,,,,GG,R,,L,,GW,G,,,,,,,,,,,
,,,,,,,,,GY,R,,L,,GBl,G,,,,,,,,,,,
,,,,,,,,,GWR,G,,L,,RBR,G,,,,,,,,,,,
,,,,,,,,,RY,G,,AB,,GBY,G,,,,,,,,,,,
,,,,,,,,,RBY,G,,AB,,GBW,G,,,,,,,,,,,
,,,,,,,,,RG,G,,W,,GBR,G,,,,,,,,,,,
,,,,,,,,,RYG,G,,AB,,GWY,G,,,,,,,,,,,
,,,,,,,,,RBl,R,,AB,,RBl,R,,,,,,,,,,,
,,,,,,,,,GWG,G,,T,,GWB,R,,,,,,,,,,,
,,,,,,,,,GR,G,,T,,GWBl,R,,,,,,,,,,,
,,,,,,,,,RWY,R,,T,,GYG,R,WEB,,,,,,,,,,
,,,,,,,,,RYBl,,,,,RW,G,,,,,,,,,,,
,,,,,,,,,RBG,R,,,,,,,,,,,,,,,,
,,,,,,,,,GBG,R,,W,,,,,,,,,,,,,,
,,2/18/16,4:15 pm,5,12,RBY,11,0,RBY,G,,W,6,GWB,R,,,,,,,,,,0,
,,,,,,,,,GBY,R,,T,,GWBl,R,,,,,,,,,,,
,,,,,,,,,GY,G,,H,,RB,R,,,,,,,,,,,
,,,,,,,,,GB,G,TP,H/AB,,GG,R,,,,,,,,,,,
,,,,,,,,,RYG,R,,W,,GBl,R,,,,,,,,,,,
,,,,,,,,,GBR,G,TP-G,L,,RWY,R,,,,,,,,,,,
,,,,,,,,,GWG,R,,W,,,,,,,,,,,,,,
,,,,,,,,,GBW,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RWR,G,,T,,,,,,,,,,,,,,
,,,,,,,,,RR,G,,W,,,,,,,,,,,,,,
,,,,,,,,,GWY,R,,AB,,,,,,,,,,,,,,
,,2/19/16,4:50 pm,6,61,RBY,7,0,RBY,R,,H,3,GBY,R,,,,,, - ,,,,0,
,,,,,,,,18,RBG,G,,L,,GB,G,,,,,,,,,,,
,,,,,,,,27,RY,G,,W,,GWG,R,,,,,,,,,,,
,,,,,,,,60,RWR,R,,L,,,,,,,,,,,,,,
,,,,,,,,69,RR,R,,H,,,,,,,,,,,,,,
,,,,,,,,83,RB,G,,W,,,,,,,,,,,,,,
,,,,,,,,197,GBR,G,,W,,,,,,,,,,,,,,
,,2/20/16,11:13 am,7,50,GBY,13,0,GBY,G,,L/AB,7,GWY,G,,,,,,,,,,0,
,,,,,,,,,RYR,R,,L,,RBW,G,,,,,,,,,,,
,,,,,,,,,RWBl,G,,AN,,GWY,G,,,,,,,,,,,
,,,,,,,,,RY,G,,H/L,,RBW,G,,,,,,,,,,,
,,,,,,,,,RWR,R,,AN/H,,GBW,R,,,,,,,,,,,
,,,,,,,,,GG,R,,L,,RYG,R,WEB,,,,,,,,,,
,,,,,,,,,GBW,R,,L,,RYB,R,,,,,,,,,,,
,,,,,,,,,GWG,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RBR,R,,L,,,,,,,,,,,,,,
,,,,,,,,,GWB,G,,L ,,,,,,,,,,,,,,
,,,,,,,,,RBY,G,,L/AB,,,,,,,,,,,,,,
,,,,,,,,,GBR,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,GBG,R,,,,,,,,,,,,,,,,
,,2/22/16,4:00 pm,8,7,RBY,10,0,RBY,R,,H,3,GWY,G,, -GY,,,,,,,,0,
,,,,,,,,1,RYG,G,,AB,,GWG,R,, +GY,,,AB,,,,,,
,,,,,,,,2,GBY,G,,AB,,RBR,R,,,,,,,,,,,
,,,,,,,,5,RW,R,,W,,,,,,,,,,,,,,
,,,,,,,,9,RBl,R,,L,,,,,,,,,,,,,,
,,,,,,,,11,RR,G,,L,,,,,,,,,,,,,,
,,,,,,,,22,RGR,G,,L,,,,,,,,,,,,,,
,,,,,,,,56,RB,G,,T,,,,,,,,,,,,,,
,,,,,,,,105,GBG,R,,L,,,,,,,,,,,,,,
,,,,,,,,175,GY,R,,AB,,,,,,,,,,,,,,
,,2/23/16,11:35 pm,9,2,RBY,11,0,RBY,G,,AB,3,RYB,G,,,,,,,,,,0,
,,,,,,,,,GR,G,,AB,,GB,R,,,,,,,,,,,
,,,,,,,,,RY,R,,T,,RG,R,,,,,,,,,,,
,,,,,,,,,GBG,R,,T,,,,,,,,,,,,,,
,,,,,,,,,GBY,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RBl,G,,W,,,,,,,,,,,,,,
,,,,,,,,,RBY,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RWR,G,,T,,,,,,,,,,,,,,
,,,,,,,,,RBG,R,,T,,,,,,,,,,,,,,
,,,,,,,,,GW,R,,H,,,,,,,,,,,,,,
,,,,,,,,,GWG,R,,AB,,,,,,,,,,,,,,
,,2/26/16,12:55 pm,10,20,RY,13,0,RY,G,,T,2,GWG,G,,,,,,,,,,0,
,,,,,,,,,RBY,G,,AB,,RBR,G,,,,,,,,,,,
,,,,,,,,,RWY,G,,L,,,,,,,,,,,,,,
,,,,,,,,,GBY,G,,H,,,,,,,,,,,,,,
,,,,,,,,,RWR,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RG,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,GR,G,,H,,,,,,,,,,,,,,
,,,,,,,,,GG,G,,T,,,,,,,,,,,,,,
,,,,,,,,,RYB,R,,T,,,,,,,,,,,,,,
,,,,,,,,,RBG,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RR,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,RWBl,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RB,G,,AB,,,,,,,,,,,,,,
,,2/29/16,11:50 pm,11,8,RBY,8,0,RBY,G,,L,1,GR,R,,,,,,,,,,0,
,,,,,,,,,RWBl,R,,W,,,,,,,,,,,,,,
,,,,,,,,,RY,R,,W,,,,,,,,,,,,,,
,,,,,,,,,GBY,R,TP-G,W,,,,,,,,,,,,,,
,,,,,,,,,RB,G,,AN,,,,,,,,,,,,,,
,,,,,,,,,RBG,G,,H,,,,,,,,,,,,,,
,,,,,,,,,GG,G,,H,,,,,,,,,,,,,,
,,,,,,,,,RWR,G,,H,,,,,,,,,,,,,,
,,3/2/16,3:25 pm,12,8,RWBl,9,0,RWBl,G,,L,1,GR,R,, -RW,,,,G,,,,1,
,,,,,,,,,RG,R,,H,,,,, -RG,,,,,,,,,
,,,,,,,,,RBY,G,TP-DOWN,W,,,,, +RG,,,T,,,,,,
,,,,,,,,,GG,G,,AB,,,,, -RWBl,,WEB,,,,,,,
,,,,,,,,,RW,R,,L,,,,, -RB,,,,,,,,,
,,,,,,,,,RY,G,,L,,,,, -GG,,,,,,,,,
,,,,,,,,,RBG,R,,L,,,,,,,,,,,,,,
,,,,,,,,,GBY,R,TP-G,L,,,,,,,,,,,,,,
,,,,,,,,,RB,R,,,,,,,,,,,,,,,,
,,3/3/16,9:50 am,13,50,RB,7,0,RB,G,,L/AB,3,RW,G,, -RY,,,, - ,,,,0,
,,,,,,,,,RBY,G,,L/AB,,RBG,G,,,,,,,,,,,
,,,,,,,,,RBW,G,,L/AB,,RWBl,G,,,,,,,,,,,
,,,,,,,,,GBY,G,,T,,,,,,,,,,,,,,
,,,,,,,,,GR,G,,W,,,,,,,,,,,,,,
,,,,,,,,,RY,,,H,,,,,,,,,,,,,,
,,,,,,,,,GG,G,,AB,,,,,,,,,,,,,,
,,3/4/16,10:15 am,14,5,RY,8,0,RY,G,TP-UP,L/T,1,RWBl,R,, -RBY,,,,,,,,0,
,,,,,,,,,GG,R,,L,,,,, -GG,,,,,,,,,
,,,,,,,,,RBY,R,TP-R,L,,,,, +RBY,,,H,,,,,,
,,,,,,,,,RB,G,,W,,,,, -RW,,WEB,,,,,,,
,,,,,,,,,RW,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RBG,G,,W,,,,,,,,,,,,,,
,,,,,,,,,GR,R,,L,,,,,,,,,,,,,,
,,,,,,,,,GBY,G,,AB,,,,,,,,,,,,,,
,,3/5/16,3:00 pm,15,9,RBY,7,0,RBY,R,,L,3,RW,R,, -RBG,,,,R,,,,1,
,,,,,,,,,RY,G,TP-UP,W/H,,GR,G,, +RBG,,,AB,,,,,,
,,,,,,,,,GBY,R,TP-R,W,,RB,G,,,,,,,,,,,
,,,,,,,,,RBG,G,,W,,,,,,,,,,,,,,
,,,,,,,,,GG,G,,AB,,,,,,,,,,,,,,
,,,,,,,,,RWBl,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RG,G,,L,,,,,,,,,,,,,,
,,3/8/16,6:00 pm,16,2,GG,6,0,GG,MIDDLE,,L,3,GR,R,, -RB,,,,,,,,0,
,,,,,,,,,RBG,R,,H,,GBY,R,, +RB,,,,,,,,,
,,,,,,,,,RB,R,,L,,RWBl,R,,,,,,,,,,,
,,,,,,,,,RW,G,,L,,,,,,,,,,,,,,
,,,,,,,,,RY,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RBY,R,,AB,,,,,,,,,,,,,,
,,3/9/16,10:20 am,17,5,GBY,7,,GBY,G,,L,0,,,,,,,,,,,,0,
,,,,,,,,,GG,R,,H,,,,,,,,,,,,,,
,,,,,,,,,RB,R,,H,,,,,,,,,,,,,,
,,,,,,,,,RY,R,,L/AB,,,,,,,,,,,,,,
,,,,,,,,,RWBl,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RBY,G,,L,,,,,,,,,,,,,,
,,,,,,,,,GR,G,,H,,,,,,,,,,,,,,
,,3/10/16,3:40 pm,18,9,RBG,9,0,RBG,R,,L,0,,,, -RWBl,R,,,,220,,,4,
,,,,,,,,,GBY,R,TP-R,W,,,,, -RBG,,,,,,,,,
,,,,,,,,,RWBl,R,,W,,,,, -RW,,,,,,,,,
,,,,,,,,,RY,R,TP-R,T,,,,, -GG,,,,,,,,,
,,,,,,,,,GR,R,TP-R,H,,,,, +RW,,,AB,,,,,,
,,,,,,,,,GG,R,,T,,,,, -RB,,,,,,,,,
,,,,,,,,,RW,R,,L,,,,, +RB,,,AB,,,,,,
,,,,,,,,,RB,G,,?,,,,, +RW,,,,,,,,,
,,,,,,,,,RBY,R,,L,,,,, -RW,,,AB,,,,,,
,,3/12/16,12:01 pm,19,54,GG,6,0,GG,R,,W,3,RBY,R,, -RWBl,,,,,,,,0,
,,,,,,,,,RWBl,R,,L,,RW,R,, -GG,,,,,,,,,
,,,,,,,,,RBY,R,TP-R,AN,,GR,R,, -GBY,,,,,,,,,
,,,,,,,,,RB,R,,W,,,,, +RBY,,,AB,,,,,,
,,,,,,,,,GBY,R,,AB,,,,,,,,,,,,,,
,,,,,,,,,RY,R,,AB,,,,,,,,,,,,,,
,,3/13/16,4:10 pm,20,24,RY,5,0,RY,R,TP-R,W/AN,2,RB,R,,,,,,,,,,0,
,,,,,,,,,GR,G,TP-G,L/W,,GBY,R,,,,,,,,,,,
,,,,,,,,,RW,R,,L,,,,,,,,,,,,,,
,,,,,,,,,RBY,R,TP-R,H,,,,,,,,,,,,,,
,,,,,,,,,RBG,R,,AN,,,,,,,,,,,,,,
,,3/14/16,10:30 am,21,11,RBG,2,,RBG,R,TP-R,AN,5,RY,R,, -RBG,,,,R,270,390,,4,
,,,,,,,,,RB,R,,L/AB,,GR,R,, +RBG,,,L,,,,,,
,,,,,,,,,,,,,,GG,R,, -RB,,,,,,,,,
,,,,,,,,,,,,,,RWBl,R,,,,,,,,,,,
,,,,,,,,,,,,,,GBY,R,,,,,,,,,,,
,,3/15/16,3:20 pm,22,9,RY,4,,RY,R,,L,2,RB,R,, -RY,,,,R,323,430,,0,
,,,,,,,,,GG,R,,AN,,GBY,R,, +RY,,,L,,,,,,
,,,,,,,,,RWBl,R,TP-R,L,,,,, -RY,R,,,,,,,,
,,,,,,,,,RW,R,,L,,,,, -GG,R,,,,,,,,
,,3/16/16,11:18 am,23,13,RY,3,0,RY,R,TP-R,AN/AB,2,GBY,R,, -RBR,,,,,,,,0,
,,,,,,,,,RWBl,R,,L,,GG,R,,,,,,,,,,,
,,,,,,,,,RBG,R,TP-R,L,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
